charge_id,account_id,batch_id,charge_date,charge_type,charge_amount,generated_at
CHG-001057,ACCT-000018,B0010,2026-10-07,Delivery,350.58,2026-07-15T07:08:34+00:00
CHG-001058,ACCT-000018,B0010,2026-10-05,Tax Surcharge,292.73,2026-07-15T07:08:34+00:00
CHG-001059,ACCT-000074,B0010,2026-09-29,Base Fee,156.0,2026-07-15T07:08:34+00:00
CHG-001060,ACCT-000143,B0010,2026-09-25,Tax Surcharge,300.63,2026-07-15T07:08:34+00:00
CHG-001061,ACCT-000049,B0010,2026-09-24,Base Fee,189.67,2026-07-15T07:08:34+00:00
CHG-001062,ACCT-000097,B0010,2026-09-23,Tax Surcharge,306.16,2026-07-15T07:08:34+00:00
CHG-001063,ACCT-000097,B0010,2026-10-03,Rider,257.48,2026-07-15T07:08:34+00:00
CHG-001064,ACCT-000048,B0010,2026-09-20,Tax Surcharge,298.11,2026-07-15T07:08:34+00:00
CHG-001065,ACCT-000048,B0010,2026-10-07,Tax Surcharge,207.79,2026-07-15T07:08:34+00:00
CHG-001066,ACCT-000048,B0010,2026-10-01,Energy,210.61,2026-07-15T07:08:34+00:00
CHG-001067,ACCT-000039,B0010,2026-09-29,Tax Surcharge,172.24,2026-07-15T07:08:34+00:00
CHG-001068,ACCT-000039,B0010,2026-09-19,Rider,215.87,2026-07-15T07:08:34+00:00
CHG-001069,ACCT-000038,B0010,2026-10-06,Delivery,371.09,2026-07-15T07:08:34+00:00
CHG-001070,ACCT-000006,B0010,2026-09-20,Energy,71.96,2026-07-15T07:08:34+00:00
CHG-001071,ACCT-000124,B0010,2026-09-25,Delivery,133.58,2026-07-15T07:08:34+00:00
CHG-001072,ACCT-000124,B0010,2026-09-25,Delivery,133.58,2026-07-15T07:08:34+00:00
CHG-001073,ACCT-000137,B0010,2026-09-23,Delivery,195.34,2026-07-15T07:08:34+00:00
CHG-001074,ACCT-000117,B0010,2026-09-24,Delivery,396.69,2026-07-15T07:08:34+00:00
CHG-001075,ACCT-000117,B0010,2026-09-29,Base Fee,136.35,2026-07-15T07:08:34+00:00
CHG-001076,ACCT-000117,B0010,2026-09-29,Energy,203.78,2026-07-15T07:08:34+00:00
CHG-001077,ACCT-000117,B0010,2026-10-10,Base Fee,259.63,2026-07-15T07:08:34+00:00
CHG-001078,ACCT-000077,B0010,2026-10-12,Rider,373.08,2026-07-15T07:08:34+00:00
CHG-001079,ACCT-000077,B0010,2026-09-23,Base Fee,277.19,2026-07-15T07:08:34+00:00
CHG-001080,ACCT-000077,B0010,2026-09-18,Delivery,175.09,2026-07-15T07:08:34+00:00
CHG-001081,ACCT-000031,B0010,2026-10-08,Tax Surcharge,66.36,2026-07-15T07:08:34+00:00
CHG-001082,ACCT-000144,B0010,2026-10-11,Base Fee,299.24,2026-07-15T07:08:34+00:00
CHG-001083,ACCT-000145,B0010,2026-09-23,Rider,323.63,2026-07-15T07:08:34+00:00
CHG-001084,ACCT-000145,B0010,2026-09-26,Delivery,387.93,2026-07-15T07:08:34+00:00
CHG-001085,ACCT-000024,B0011,2026-11-04,Delivery,128.03,2026-07-15T09:27:10+00:00
CHG-001086,ACCT-000024,B0011,2026-10-24,Base Fee,230.92,2026-07-15T09:27:10+00:00
CHG-001087,ACCT-000024,B0011,2026-10-30,Energy,87.36,2026-07-15T09:27:10+00:00
CHG-001088,ACCT-000055,B0011,2026-10-19,Rider,355.25,2026-07-15T09:27:10+00:00
CHG-001089,ACCT-000107,B0011,2026-10-24,Energy,354.67,2026-07-15T09:27:10+00:00
CHG-001090,ACCT-000086,B0011,2026-11-06,Energy,216.95,2026-07-15T09:27:10+00:00
CHG-001091,ACCT-000086,B0011,2026-11-01,Rider,40.6,2026-07-15T09:27:10+00:00
CHG-001092,ACCT-000088,B0011,2026-11-08,Energy,24.7,2026-07-15T09:27:10+00:00
CHG-001093,ACCT-000088,B0011,2026-11-08,Base Fee,255.4,2026-07-15T09:27:10+00:00
CHG-001094,ACCT-000114,B0011,2026-10-17,Rider,88.15,2026-07-15T09:27:10+00:00
CHG-001095,ACCT-000133,B0011,2026-11-04,Tax Surcharge,84.57,2026-07-15T09:27:10+00:00
CHG-001096,ACCT-000133,B0011,2026-10-27,Delivery,128.98,2026-07-15T09:27:10+00:00
CHG-001097,ACCT-000058,B0011,2026-11-06,Energy,58.24,2026-07-15T09:27:10+00:00
CHG-001098,ACCT-000125,B0011,2026-10-21,Energy,343.36,2026-07-15T09:27:10+00:00
CHG-001099,ACCT-000125,B0011,2026-11-04,Delivery,137.98,2026-07-15T09:27:10+00:00
CHG-001100,ACCT-000062,B0011,2026-10-20,Tax Surcharge,59.9,2026-07-15T09:27:10+00:00
CHG-001101,ACCT-000062,B0011,2026-11-11,Base Fee,340.22,2026-07-15T09:27:10+00:00
CHG-001102,ACCT-000062,B0011,2026-11-09,Tax Surcharge,58.75,2026-07-15T09:27:10+00:00
CHG-001103,ACCT-000077,B0011,2026-11-02,Tax Surcharge,135.42,2026-07-15T09:27:10+00:00
CHG-001104,ACCT-000077,B0011,2026-10-17,Energy,306.65,2026-07-15T09:27:10+00:00
CHG-001105,ACCT-000077,B0011,2026-11-01,Base Fee,127.39,2026-07-15T09:27:10+00:00
CHG-001106,ACCT-000116,B0011,2026-10-23,Energy,313.12,2026-07-15T09:27:10+00:00
CHG-001107,ACCT-000059,B0011,2026-11-04,Rider,379.01,2026-07-15T09:27:10+00:00
CHG-001108,ACCT-000059,B0011,2026-10-28,Energy,261.63,2026-07-15T09:27:10+00:00
CHG-001109,ACCT-000059,B0011,2026-10-19,Base Fee,370.72,2026-07-15T09:27:10+00:00
CHG-001110,ACCT-000059,B0011,2026-11-11,Tax Surcharge,157.36,2026-07-15T09:27:10+00:00
CHG-001111,ACCT-000016,B0011,2026-11-01,Tax Surcharge,234.95,2026-07-15T09:27:10+00:00
CHG-001112,ACCT-000016,B0011,2026-10-24,Rider,146.17,2026-07-15T09:27:10+00:00
CHG-001113,ACCT-000016,B0011,2026-10-17,Energy,86.83,2026-07-15T09:27:10+00:00
CHG-001114,ACCT-000016,B0011,2026-11-02,Energy,177.91,2026-07-15T09:27:10+00:00
CHG-001115,ACCT-000115,B0011,2026-11-05,Tax Surcharge,74.51,2026-07-15T09:27:10+00:00
CHG-001116,ACCT-000115,B0011,2026-11-11,Tax Surcharge,217.42,2026-07-15T09:27:10+00:00
CHG-001117,ACCT-000067,B0011,2026-10-29,Energy,168.13,2026-07-15T09:27:10+00:00
CHG-001118,ACCT-000067,B0011,2026-11-03,Energy,195.12,2026-07-15T09:27:10+00:00
CHG-001119,ACCT-000067,B0011,2026-10-24,Rider,341.94,2026-07-15T09:27:10+00:00
CHG-001120,ACCT-000067,B0011,2026-10-28,Delivery,259.31,2026-07-15T09:27:10+00:00
CHG-001121,ACCT-000074,B0011,2026-10-24,Tax Surcharge,281.35,2026-07-15T09:27:10+00:00
CHG-001122,ACCT-000074,B0011,2026-10-19,Rider,122.54,2026-07-15T09:27:10+00:00
CHG-001123,ACCT-000010,B0011,2026-11-11,Tax Surcharge,119.65,2026-07-15T09:27:10+00:00
CHG-001124,ACCT-000008,B0011,2026-10-20,Rider,119.8,2026-07-15T09:27:10+00:00
CHG-001125,ACCT-000050,B0011,2026-11-04,Tax Surcharge,243.52,2026-07-15T09:27:10+00:00
CHG-001126,ACCT-000050,B0011,2026-10-28,Tax Surcharge,221.77,2026-07-15T09:27:10+00:00
CHG-001127,ACCT-000050,B0011,2026-10-17,Rider,368.2,2026-07-15T09:27:10+00:00
CHG-001128,ACCT-000050,B0011,2026-11-03,Rider,85.0,2026-07-15T09:27:10+00:00
CHG-001129,ACCT-000071,B0011,2026-11-03,Rider,92.27,2026-07-15T09:27:10+00:00
CHG-001130,ACCT-000071,B0011,2026-10-19,Tax Surcharge,26.19,2026-07-15T09:27:10+00:00
CHG-001131,ACCT-000071,B0011,2026-11-02,Base Fee,370.18,2026-07-15T09:27:10+00:00
CHG-001132,ACCT-000099,B0011,2026-10-24,Base Fee,383.18,2026-07-15T09:27:10+00:00
CHG-001133,ACCT-000099,B0011,2026-11-01,Rider,376.17,2026-07-15T09:27:10+00:00
CHG-001134,ACCT-000099,B0011,2026-10-24,Delivery,162.55,2026-07-15T09:27:10+00:00
CHG-001135,ACCT-000075,B0011,2026-11-06,Energy,308.56,2026-07-15T09:27:10+00:00
CHG-001136,ACCT-000075,B0011,2026-10-28,Tax Surcharge,187.08,2026-07-15T09:27:10+00:00
CHG-001137,ACCT-000075,B0011,2026-10-20,Delivery,41.4,2026-07-15T09:27:10+00:00
CHG-001138,ACCT-000075,B0011,2026-10-28,Rider,231.78,2026-07-15T09:27:10+00:00
CHG-001139,ACCT-000121,B0011,2026-11-04,Rider,184.72,2026-07-15T09:27:10+00:00
CHG-001140,ACCT-000095,B0011,2026-10-22,Rider,199.91,2026-07-15T09:27:10+00:00
CHG-001141,ACCT-000095,B0011,2026-10-29,Delivery,254.32,2026-07-15T09:27:10+00:00
CHG-001142,ACCT-000043,B0011,2026-10-29,Energy,153.52,2026-07-15T09:27:10+00:00
CHG-001143,ACCT-000043,B0011,2026-10-20,Rider,319.6,2026-07-15T09:27:10+00:00
CHG-001144,ACCT-000096,B0011,2026-11-10,Tax Surcharge,346.73,2026-07-15T09:27:10+00:00
CHG-001145,ACCT-000096,B0011,2026-10-26,Tax Surcharge,384.54,2026-07-15T09:27:10+00:00
CHG-001146,ACCT-000096,B0011,2026-11-09,Tax Surcharge,333.49,2026-07-15T09:27:10+00:00
CHG-001147,ACCT-000030,B0011,2026-10-19,Tax Surcharge,351.97,2026-07-15T09:27:10+00:00
CHG-001148,ACCT-000030,B0011,2026-10-29,Base Fee,40.68,2026-07-15T09:27:10+00:00
CHG-001149,ACCT-000030,B0011,2026-10-24,Delivery,354.68,2026-07-15T09:27:10+00:00
CHG-001150,ACCT-000030,B0011,2026-10-31,Rider,203.88,2026-07-15T09:27:10+00:00
CHG-001151,ACCT-000073,B0011,2026-11-08,Energy,206.61,2026-07-15T09:27:10+00:00
CHG-001152,ACCT-000068,B0011,2026-11-04,Tax Surcharge,118.95,2026-07-15T09:27:10+00:00
CHG-001153,ACCT-000068,B0011,2026-11-02,Tax Surcharge,247.77,2026-07-15T09:27:10+00:00
CHG-001154,ACCT-000068,B0011,2026-11-04,Base Fee,26.52,2026-07-15T09:27:10+00:00
CHG-001155,ACCT-000068,B0011,2026-11-04,Tax Surcharge,118.95,2026-07-15T09:27:10+00:00
CHG-001156,ACCT-000006,B0011,2026-10-25,Base Fee,286.68,2026-07-15T09:27:10+00:00
CHG-001157,ACCT-000006,B0011,2026-10-22,Base Fee,301.98,2026-07-15T09:27:10+00:00
CHG-001158,ACCT-000006,B0011,2026-10-28,Rider,146.69,2026-07-15T09:27:10+00:00
CHG-001159,ACCT-000006,B0011,2026-10-24,Delivery,65.7,2026-07-15T09:27:10+00:00
CHG-001160,ACCT-000146,B0011,2026-11-11,Rider,210.59,2026-07-15T09:27:10+00:00
CHG-001161,ACCT-000146,B0011,2026-10-28,Rider,31.72,2026-07-15T09:27:10+00:00
CHG-001162,ACCT-000147,B0011,2026-11-08,Delivery,288.32,2026-07-15T09:27:10+00:00
CHG-001163,ACCT-000147,B0011,2026-11-07,Energy,329.16,2026-07-15T09:27:10+00:00
CHG-001164,ACCT-000147,B0011,2026-10-27,Energy,332.85,2026-07-15T09:27:10+00:00
CHG-001165,ACCT-000147,B0011,2026-11-09,Base Fee,31.81,2026-07-15T09:27:10+00:00
CHG-001166,ACCT-000148,B0011,2026-11-03,Tax Surcharge,161.06,2026-07-15T09:27:10+00:00
CHG-001167,ACCT-000148,B0011,2026-10-31,Energy,271.75,2026-07-15T09:27:10+00:00
CHG-001168,ACCT-000148,B0011,2026-10-28,Delivery,201.28,2026-07-15T09:27:10+00:00
CHG-001169,ACCT-000125,B0012,2026-11-21,Energy,385.84,2026-07-15T11:08:21+00:00
CHG-001170,ACCT-000125,B0012,2026-12-01,Tax Surcharge,372.03,2026-07-15T11:08:21+00:00
CHG-001171,ACCT-000125,B0012,2026-11-28,Base Fee,278.69,2026-07-15T11:08:21+00:00
CHG-001172,ACCT-000125,B0012,2026-12-05,Tax Surcharge,57.01,2026-07-15T11:08:21+00:00
CHG-001173,ACCT-000071,B0012,2026-12-03,Delivery,258.19,2026-07-15T11:08:21+00:00
CHG-001174,ACCT-000071,B0012,2026-11-22,Base Fee,119.4,2026-07-15T11:08:21+00:00
CHG-001175,ACCT-000071,B0012,2026-11-29,Energy,294.99,2026-07-15T11:08:21+00:00
CHG-001176,ACCT-000071,B0012,2026-11-27,Energy,219.29,2026-07-15T11:08:21+00:00
CHG-001177,ACCT-000036,B0012,2026-12-01,Delivery,386.87,2026-07-15T11:08:21+00:00
CHG-001178,ACCT-000036,B0012,2026-11-17,Base Fee,120.12,2026-07-15T11:08:21+00:00
CHG-001179,ACCT-000036,B0012,2026-12-11,Tax Surcharge,32.25,2026-07-15T11:08:21+00:00
CHG-001180,ACCT-000036,B0012,2026-11-25,Base Fee,268.0,2026-07-15T11:08:21+00:00
CHG-001181,ACCT-000070,B0012,2026-11-17,Delivery,194.7,2026-07-15T11:08:21+00:00
CHG-001182,ACCT-000020,B0012,2026-11-29,Rider,268.78,2026-07-15T11:08:21+00:00
CHG-001183,ACCT-000020,B0012,2026-12-02,Rider,338.89,2026-07-15T11:08:21+00:00
CHG-001184,ACCT-000020,B0012,2026-11-16,Rider,58.48,2026-07-15T11:08:21+00:00
CHG-001185,ACCT-000020,B0012,2026-11-26,Energy,385.03,2026-07-15T11:08:21+00:00
CHG-001186,ACCT-000081,B0012,2026-11-28,Energy,119.06,2026-07-15T11:08:21+00:00
CHG-001187,ACCT-000081,B0012,2026-12-04,Delivery,274.88,2026-07-15T11:08:21+00:00
CHG-001188,ACCT-000081,B0012,2026-12-01,Rider,244.31,2026-07-15T11:08:21+00:00
CHG-001189,ACCT-000127,B0012,2026-12-10,Rider,273.87,2026-07-15T11:08:21+00:00
CHG-001190,ACCT-000127,B0012,2026-11-22,Energy,192.59,2026-07-15T11:08:21+00:00
CHG-001191,ACCT-000127,B0012,2026-11-18,Delivery,277.56,2026-07-15T11:08:21+00:00
CHG-001192,ACCT-000035,B0012,2026-11-24,Energy,391.35,2026-07-15T11:08:21+00:00
CHG-001193,ACCT-000035,B0012,2026-12-08,Rider,53.59,2026-07-15T11:08:21+00:00
CHG-001194,ACCT-000078,B0012,2026-11-22,Delivery,232.37,2026-07-15T11:08:21+00:00
CHG-001195,ACCT-000093,B0012,2026-12-07,Rider,128.21,2026-07-15T11:08:21+00:00
CHG-001196,ACCT-000104,B0012,2026-11-24,Rider,115.24,2026-07-15T11:08:21+00:00
CHG-001197,ACCT-000105,B0012,2026-11-25,Base Fee,158.16,2026-07-15T11:08:21+00:00
CHG-001198,ACCT-000108,B0012,2026-11-30,Rider,71.35,2026-07-15T11:08:21+00:00
CHG-001199,ACCT-000068,B0012,2026-11-24,Tax Surcharge,352.56,2026-07-15T11:08:21+00:00
CHG-001200,ACCT-000068,B0012,2026-11-29,Energy,319.01,2026-07-15T11:08:21+00:00
CHG-001201,ACCT-000029,B0012,2026-12-05,Delivery,35.81,2026-07-15T11:08:21+00:00
CHG-001202,ACCT-000029,B0012,2026-12-10,Rider,196.79,2026-07-15T11:08:21+00:00
CHG-001203,ACCT-000013,B0012,2026-11-18,Tax Surcharge,73.74,2026-07-15T11:08:21+00:00
CHG-001204,ACCT-000072,B0012,2026-11-19,Rider,355.83,2026-07-15T11:08:21+00:00
CHG-001205,ACCT-000072,B0012,2026-12-08,Base Fee,136.06,2026-07-15T11:08:21+00:00
CHG-001206,ACCT-000072,B0012,2026-11-27,Base Fee,382.0,2026-07-15T11:08:21+00:00
CHG-001207,ACCT-000126,B0012,2026-11-24,Rider,144.1,2026-07-15T11:08:21+00:00
CHG-001208,ACCT-000126,B0012,2026-12-03,Tax Surcharge,220.04,2026-07-15T11:08:21+00:00
CHG-001209,ACCT-000126,B0012,2026-12-02,Energy,361.13,2026-07-15T11:08:21+00:00
CHG-001210,ACCT-000141,B0012,2026-11-22,Delivery,156.96,2026-07-15T11:08:21+00:00
CHG-001211,ACCT-000143,B0012,2026-11-18,Tax Surcharge,32.78,2026-07-15T11:08:21+00:00
CHG-001212,ACCT-000143,B0012,2026-12-01,Energy,194.19,2026-07-15T11:08:21+00:00
CHG-001213,ACCT-000143,B0012,2026-11-18,Tax Surcharge,147.08,2026-07-15T11:08:21+00:00
CHG-001214,ACCT-000143,B0012,2026-12-11,Rider,364.24,2026-07-15T11:08:21+00:00
CHG-001215,ACCT-000034,B0012,2026-12-11,Delivery,78.31,2026-07-15T11:08:21+00:00
CHG-001216,ACCT-000034,B0012,2026-11-28,Energy,241.57,2026-07-15T11:08:21+00:00
CHG-001217,ACCT-000034,B0012,2026-12-06,Base Fee,271.12,2026-07-15T11:08:21+00:00
CHG-001218,ACCT-000034,B0012,2026-11-23,Delivery,357.77,2026-07-15T11:08:21+00:00
CHG-001219,ACCT-000027,B0012,2026-12-07,Rider,76.28,2026-07-15T11:08:21+00:00
CHG-001220,ACCT-000027,B0012,2026-12-02,Base Fee,131.54,2026-07-15T11:08:21+00:00
CHG-001221,ACCT-000027,B0012,2026-12-08,Base Fee,390.71,2026-07-15T11:08:21+00:00
CHG-001222,ACCT-000027,B0012,2026-12-03,Rider,122.17,2026-07-15T11:08:21+00:00
CHG-001223,ACCT-000062,B0012,2026-11-24,Base Fee,357.41,2026-07-15T11:08:21+00:00
CHG-001224,ACCT-000073,B0012,2026-11-18,Delivery,260.85,2026-07-15T11:08:21+00:00
CHG-001225,ACCT-000045,B0012,2026-11-27,Delivery,52.24,2026-07-15T11:08:21+00:00
CHG-001226,ACCT-000045,B0012,2026-12-09,Delivery,363.96,2026-07-15T11:08:21+00:00
CHG-001227,ACCT-000139,B0012,2026-11-20,Energy,259.23,2026-07-15T11:08:21+00:00
CHG-001228,ACCT-000139,B0012,2026-11-19,Rider,320.3,2026-07-15T11:08:21+00:00
CHG-001229,ACCT-000139,B0012,2026-11-29,Rider,366.24,2026-07-15T11:08:21+00:00
CHG-001230,ACCT-000139,B0012,2026-11-28,Rider,163.46,2026-07-15T11:08:21+00:00
CHG-001231,ACCT-000149,B0012,2026-11-26,Rider,391.65,2026-07-15T11:08:21+00:00
CHG-001232,ACCT-000149,B0012,2026-11-16,Rider,219.13,2026-07-15T11:08:21+00:00
CHG-001233,ACCT-000149,B0012,2026-11-19,Energy,118.71,2026-07-15T11:08:21+00:00
CHG-001234,ACCT-000149,B0012,2026-11-21,Rider,372.37,2026-07-15T11:08:21+00:00
CHG-001235,ACCT-000150,B0012,2026-12-04,Delivery,389.51,2026-07-15T11:08:21+00:00
CHG-001236,ACCT-000150,B0012,2026-11-26,Base Fee,179.91,2026-07-15T11:08:21+00:00
CHG-001237,ACCT-000150,B0012,2026-11-30,Delivery,44.28,2026-07-15T11:08:21+00:00
CHG-001238,ACCT-000150,B0012,2026-11-24,Tax Surcharge,221.05,2026-07-15T11:08:21+00:00
CHG-001239,ACCT-000151,B0012,2026-11-18,Energy,371.58,2026-07-15T11:08:21+00:00
CHG-001240,ACCT-000075,B0013,2026-12-17,Energy,31.16,2026-07-15T12:49:22+00:00
CHG-001241,ACCT-000123,B0013,2026-12-20,Energy,266.56,2026-07-15T12:49:22+00:00
CHG-001242,ACCT-000123,B0013,2027-01-04,Energy,336.28,2026-07-15T12:49:22+00:00
CHG-001243,ACCT-000123,B0013,2026-12-24,Energy,344.62,2026-07-15T12:49:22+00:00
CHG-001244,ACCT-000013,B0013,2026-12-27,Delivery,367.99,2026-07-15T12:49:22+00:00
CHG-001245,ACCT-000013,B0013,2027-01-06,Delivery,270.92,2026-07-15T12:49:22+00:00
CHG-001246,ACCT-000013,B0013,2027-01-04,Energy,392.54,2026-07-15T12:49:22+00:00
CHG-001247,ACCT-000050,B0013,2026-12-20,Energy,397.04,2026-07-15T12:49:22+00:00
CHG-001248,ACCT-000041,B0013,2026-12-21,Tax Surcharge,260.47,2026-07-15T12:49:22+00:00
CHG-001249,ACCT-000041,B0013,2026-12-19,Base Fee,236.0,2026-07-15T12:49:22+00:00
CHG-001250,ACCT-000041,B0013,2027-01-08,Tax Surcharge,361.96,2026-07-15T12:49:22+00:00
CHG-001251,ACCT-000041,B0013,2026-12-21,Rider,158.78,2026-07-15T12:49:22+00:00
CHG-001252,ACCT-000132,B0013,2027-01-09,Delivery,263.9,2026-07-15T12:49:22+00:00
CHG-001253,ACCT-000132,B0013,2026-12-22,Base Fee,117.51,2026-07-15T12:49:22+00:00
CHG-001254,ACCT-000025,B0013,2026-12-26,Energy,197.73,2026-07-15T12:49:22+00:00
CHG-001255,ACCT-000025,B0013,2027-01-05,Energy,188.07,2026-07-15T12:49:22+00:00
CHG-001256,ACCT-000025,B0013,2026-12-25,Energy,333.94,2026-07-15T12:49:22+00:00
CHG-001257,ACCT-000025,B0013,2027-01-05,Tax Surcharge,169.4,2026-07-15T12:49:22+00:00
CHG-001258,ACCT-000061,B0013,2026-12-23,Rider,21.49,2026-07-15T12:49:22+00:00
CHG-001259,ACCT-000061,B0013,2027-01-05,Tax Surcharge,120.38,2026-07-15T12:49:22+00:00
CHG-001260,ACCT-000061,B0013,2026-12-23,Base Fee,106.8,2026-07-15T12:49:22+00:00
CHG-001261,ACCT-000061,B0013,2027-01-06,Rider,329.68,2026-07-15T12:49:22+00:00
CHG-001262,ACCT-000126,B0013,2027-01-09,Base Fee,30.99,2026-07-15T12:49:22+00:00
CHG-001263,ACCT-000126,B0013,2027-01-10,Rider,141.21,2026-07-15T12:49:22+00:00
CHG-001264,ACCT-000126,B0013,2026-12-17,Tax Surcharge,380.23,2026-07-15T12:49:22+00:00
CHG-001265,ACCT-000126,B0013,2026-12-19,Delivery,175.25,2026-07-15T12:49:22+00:00
CHG-001266,ACCT-000051,B0013,2027-01-05,Delivery,265.68,2026-07-15T12:49:22+00:00
CHG-001267,ACCT-000051,B0013,2027-01-08,Energy,351.82,2026-07-15T12:49:22+00:00
CHG-001268,ACCT-000051,B0013,2027-01-08,Energy,68.72,2026-07-15T12:49:22+00:00
CHG-001269,ACCT-000150,B0013,2026-12-29,Base Fee,331.17,2026-07-15T12:49:22+00:00
CHG-001270,ACCT-000150,B0013,2026-12-21,Base Fee,116.4,2026-07-15T12:49:22+00:00
CHG-001271,ACCT-000150,B0013,2026-12-24,Rider,167.59,2026-07-15T12:49:22+00:00
CHG-001272,ACCT-000150,B0013,2026-12-31,Base Fee,237.41,2026-07-15T12:49:22+00:00
CHG-001273,ACCT-000059,B0013,2026-12-21,Base Fee,106.98,2026-07-15T12:49:22+00:00
CHG-001274,ACCT-000121,B0013,2026-12-20,Energy,204.1,2026-07-15T12:49:22+00:00
CHG-001275,ACCT-000121,B0013,2026-12-20,Tax Surcharge,224.12,2026-07-15T12:49:22+00:00
CHG-001276,ACCT-000121,B0013,2027-01-04,Delivery,299.55,2026-07-15T12:49:22+00:00
CHG-001277,ACCT-000032,B0013,2027-01-07,Delivery,226.05,2026-07-15T12:49:22+00:00
CHG-001278,ACCT-000032,B0013,2026-12-19,Energy,125.79,2026-07-15T12:49:22+00:00
CHG-001279,ACCT-000032,B0013,2026-12-29,Rider,159.37,2026-07-15T12:49:22+00:00
CHG-001280,ACCT-000032,B0013,2026-12-21,Energy,103.73,2026-07-15T12:49:22+00:00
CHG-001281,ACCT-000118,B0013,2027-01-10,Delivery,240.9,2026-07-15T12:49:22+00:00
CHG-001282,ACCT-000118,B0013,2026-12-28,Rider,346.23,2026-07-15T12:49:22+00:00
CHG-001283,ACCT-000118,B0013,2026-12-21,Energy,115.71,2026-07-15T12:49:22+00:00
CHG-001284,ACCT-000080,B0013,2027-01-03,Tax Surcharge,109.85,2026-07-15T12:49:22+00:00
CHG-001285,ACCT-000017,B0013,2026-12-20,Energy,358.83,2026-07-15T12:49:22+00:00
CHG-001286,ACCT-000017,B0013,2026-12-29,Energy,359.18,2026-07-15T12:49:22+00:00
CHG-001287,ACCT-000017,B0013,2027-01-06,Base Fee,183.64,2026-07-15T12:49:22+00:00
CHG-001288,ACCT-000099,B0013,2027-01-05,Delivery,57.12,2026-07-15T12:49:22+00:00
CHG-001289,ACCT-000005,B0013,2027-01-04,Energy,370.93,2026-07-15T12:49:22+00:00
CHG-001290,ACCT-000088,B0013,2027-01-05,Energy,103.4,2026-07-15T12:49:22+00:00
CHG-001291,ACCT-000088,B0013,2026-12-19,Tax Surcharge,117.25,2026-07-15T12:49:22+00:00
CHG-001292,ACCT-000088,B0013,2027-01-03,Rider,386.91,2026-07-15T12:49:22+00:00
CHG-001293,ACCT-000124,B0013,2027-01-04,Rider,99.81,2026-07-15T12:49:22+00:00
CHG-001294,ACCT-000124,B0013,2026-12-21,Rider,323.31,2026-07-15T12:49:22+00:00
CHG-001295,ACCT-000124,B0013,2026-12-28,Delivery,398.42,2026-07-15T12:49:22+00:00
CHG-001296,ACCT-000124,B0013,2026-12-23,Energy,213.53,2026-07-15T12:49:22+00:00
CHG-001297,ACCT-000115,B0013,2026-12-26,Rider,274.19,2026-07-15T12:49:22+00:00
CHG-001298,ACCT-000056,B0013,2027-01-10,Rider,269.36,2026-07-15T12:49:22+00:00
CHG-001299,ACCT-000056,B0013,2027-01-08,Base Fee,110.41,2026-07-15T12:49:22+00:00
CHG-001300,ACCT-000014,B0013,2026-12-18,Energy,180.04,2026-07-15T12:49:22+00:00
CHG-001301,ACCT-000014,B0013,2027-01-04,Base Fee,231.36,2026-07-15T12:49:22+00:00
CHG-001302,ACCT-000120,B0013,2026-12-27,Rider,108.74,2026-07-15T12:49:22+00:00
CHG-001303,ACCT-000083,B0013,2026-12-24,Rider,92.5,2026-07-15T12:49:22+00:00
CHG-001304,ACCT-000083,B0013,2026-12-21,Energy,185.34,2026-07-15T12:49:22+00:00
CHG-001305,ACCT-000101,B0013,2027-01-03,Rider,96.38,2026-07-15T12:49:22+00:00
CHG-001306,ACCT-000101,B0013,2026-12-22,Delivery,379.57,2026-07-15T12:49:22+00:00
CHG-001307,ACCT-000102,B0013,2026-12-20,Energy,341.01,2026-07-15T12:49:22+00:00
CHG-001308,ACCT-000102,B0013,2027-01-04,Delivery,222.05,2026-07-15T12:49:22+00:00
CHG-001309,ACCT-000102,B0013,2026-12-31,Delivery,77.13,2026-07-15T12:49:22+00:00
CHG-001310,ACCT-000102,B0013,2026-12-17,Tax Surcharge,372.87,2026-07-15T12:49:22+00:00
CHG-001311,ACCT-000134,B0013,2026-12-19,Rider,318.63,2026-07-15T12:49:22+00:00
CHG-001312,ACCT-000134,B0013,2027-01-02,Delivery,377.48,2026-07-15T12:49:22+00:00
CHG-001313,ACCT-000135,B0013,2026-12-24,Base Fee,30.62,2026-07-15T12:49:22+00:00
CHG-001314,ACCT-000098,B0013,2027-01-07,Rider,147.52,2026-07-15T12:49:22+00:00
CHG-001315,ACCT-000098,B0013,2027-01-10,Tax Surcharge,389.96,2026-07-15T12:49:22+00:00
CHG-001316,ACCT-000106,B0013,2026-12-18,Delivery,355.89,2026-07-15T12:49:22+00:00
CHG-001317,ACCT-000106,B0013,2026-12-18,Delivery,257.8,2026-07-15T12:49:22+00:00
CHG-001318,ACCT-000106,B0013,2026-12-28,Tax Surcharge,179.57,2026-07-15T12:49:22+00:00
CHG-001319,ACCT-000106,B0013,2026-12-19,Tax Surcharge,127.9,2026-07-15T12:49:22+00:00
CHG-001320,ACCT-000007,B0013,2027-01-04,Base Fee,331.51,2026-07-15T12:49:22+00:00
CHG-001321,ACCT-000007,B0013,2027-01-03,Base Fee,63.2,2026-07-15T12:49:22+00:00
CHG-001322,ACCT-000007,B0013,2026-12-29,Base Fee,91.11,2026-07-15T12:49:22+00:00
